ID,Label,Text,Image Path
1251527555745792005,1,@davidicke Have people who have been exposed/affected by covid owned 5g Devices or been exposed in the household or live close to the towers ?,
1246841202839781376,1,"Pastor Chris made so much sense in his video, so why were people cursing him out?

Is it because he is a pastor?

You heard him, he loves technology but after doing his research, he thinks its not a good one. Instead of cursing him out, why not also do your research? Hmmm...",
1233736453659729926,1,@mcclay_z @epochchanger They are lying to us about Corona! Is it dry cough seizures consistent with loss of oxygen to circulation.,
1238104961499705346,1,"So, I’ve come to the conclusion that this Coronavirus and the 5G towers correlate. How is it that wherever there is a 5G tower, there’s an outbreak. Wuhan was the first with these towers, and are now the hub city for “Coronavirus”...",
1239961872419479553,1,So nobody else peeped how when they started promoting 5G allllll of a sudden thousands of people dying from the NEW THREAD of the Corona virus 🦠🥴,
1246397674317889538,1,"A lot of theories about the pandemic mixed with an economical war, i don’t even know what to believe anymore #conspiracy #5g #covid #staysafe",
1241033763901050882,1,.Whats scarier than #coronavirus???5G!!!! Pay close attention on what you should really be afraid of. The virus is just to distract the truth! @realDonaldTrump @POTUS Please stop this! Please just stop this! 5G IS PROGRAMMED to KILL ALL LIFE!! https://t.co/5lIFThxrH6 via @YouTube,
1244741216622837760,1,"5g in London but they telling us stay in because of corona, every new g somewhere comes with a new pandemic just before. Chaos for order the New World Order https://t.co/Gfx52KXBSI",./data/new_images
1248097931179298823,1,"@jidesanwoolu  the ignorant of 5g network there are two death cases in both China, Italy, UK, Spain and others. One is the Corona virus which is infection by the virus from showing symptoms to the critical stage while the other is dropping down and die caused by 5g network due https://t.co/PHTxsuhDDg",./data/new_images
1242242513668210688,1,Hello Health &amp; Safety I was exposed to a theory that 5G towers were ‘causing global warming and perfect conditions for the coronavirus’ at work today,
1247242058785591296,1,"You'll heard about #MSM ripping down #conspiracy theories about #5G  #Health and #Coronavirus at the most installed installations at #Wuhan.
The #Chinese ain't having none of it people are now ripping down 5G towers in Wuhan ⚠️
#COVID19 #Corona #China 
https://t.co/16F1UdD5fO",
1246888579214839808,1,"@ValerioCapraro Good evening bro.
Have been following you on the issues of covid-19 in Italy.
Please I want to know if truly the huge death recorded in Bogorta, hope I got the name current, is as a result of a 5G network in the town.
Thanks a lot. Waiting to hear from you soon",
1247949437801861120,1,Are people collapsing on the street from CCP Virus or is that caused form something else in China??? Like 5G actually don’t know why people are freaking about it. asking q’s b/c it’s weird. Also video of guy in Wuhan on the ground in front of huawei store makes me say hmmm https://t.co/bXEoFvUHTj,./data/new_images
1247308938384637953,1,@SkyNews @BBCNews @itvnews @Channel4News when are you all gonna realise that 5G is poisoning the country &amp; the world with its harmful radiation? Why are we rolling out these 5G antennas now in the middle of a crisis? Speak up about it now or it will be too late! Question Wuhan 5G,
1255264665673838592,1,"@RoyCooperNC says what stinking virus, he is aware that to run the race just have the patrons leave cell phones off, which deprives #Telecom demand for #5G which genetically enhances the simple to kill #COVID19 just read a lysol can.
Race day is on #QAnon 
https://t.co/3ht3HARqNU",
1252649207418302472,1,Anyone know where I can buy healing crystals to protect me from #Covid-19 that's being transmitted by the 5G towers? Thanks.,
1246679946111717376,1,Finding out 5G powers artificial intelligence and the AI in China created the coronavirus is the most common start to the end of the world I have ever seen in a movie except this shit is real. And thank you Cyrus Parsa for suing all the billionaires on our behalf.,
1247658136523034624,1,"Chinese bio weapon — Corona virus — spread by 5G — Boris infected by Brussels to stop Brexit — Trump plan for martial law and no election — there is a secret cure. 

(All takes I have seen on the internet.) https://t.co/eQ1jF4T9bx",./data/new_images
1234528896609062915,1,"Thread by @lex6m: 
China rolled out 5G in the province of Wuhan in October 2019. 
Just two months later, the city became afflicted by a new kin coronavirus named CoVid-19. How did a formerly benign class of virus become so opportunistic in such a short … https://t.co/auqS3TUHvJ",
1246946484748259331,1,Just got off the phone with a tech friend of mine who confirmed that 5G really is causing coronavirus. He set up a link to my phone that makes me immune to the waves. If you send $1 to my cashapp - $Sancoluv it automatically sets the immunity up on your phone in response. RT 🙏🏾,
1244640181044609024,1,"This is why they said #coronavirus is going ramp up this week, because the 5G towers are up and ready to harm innocent humans. If you do the research this shit is not for us and the government date care. They only want to control us and depopulate the world. @LBC @LBCNews https://t.co/2gU97qLSBP",./data/new_images
1247185938570268678,1,@TakingAmericaBk Nutshell answer: 5G more radiation running thru ur body. Cooks u from inside out. Coronavirus symptoms. Coronavirus hot spots match up with 5G deployments. Coronavirus is coverup for 5G problems. Bill Gates has been on TV frequently lately.,
1237966111393619970,1,All I know is that Wuhan was the first city in the world to have 5G towers (thousands) &amp; all that radiation ain’t good for nobody.,
1247199972086464513,1,"From the very start of this pandemic I’ve heard 5G “conspiracy theories” 👀 what do we know ? what have you heard? Are #covid19 and #5G connected? Is it a cover up ? Thoughts? 👀 
all new Good Brain 🧠 
https://t.co/ZAA5lLPDoY https://t.co/cxeaK9IhIR",./data/new_images
1242083844075008000,1,"@MyBlueEconomy @luigidimaio @NinaMontiRock @WIRED @guardian @NYTScience @BBCBreaking @TheEconomist @WIREDScience @GiuseppeConteIT @BeppeGrilloM5S The link between #5G and #COVID2019 #coronavirus is requires a nuanced understanding. Take a look into voltage-gated calcium channels, as described by Dr. Martin Pall. Read: https://t.co/lxveNOB7gp  Watch: https://t.co/TM8vneB5tZ https://t.co/7jQbhehRxc",./data/new_images
1246499133290172416,1,"@verge I wouldn't talk about a conspiracy, but the problem is that 5G has bad effects on health just like Covid19, not to mention the frequencies are high enough to cause radiation. Given the current situation, launching the 5G seems more shameless than anything.",
1246568729724493829,1,@OgbeniDipo Then I feel there is relevance in the conspiracy theories flying around if there is a correlation between 5G and CoVid 19.,
1244760858552565766,1,"@DineshDSouza I have just spoke to a local nurse in England he said that the A &amp; E were packed with Corona patients, I asked were they all elderly he said no, he mentioned a 30 year old and said it was a broad spectrum..i think 5G has been activated..he coronavirus bill in England includes",
1244343585333489714,1,"I HAVE BEEN READING ABOUT 5G AND IT'S AFFECTS ON US..5G OPERATES ON 60GH LIKE A FREAKIN MICROWAVE HEATS YOUR FOODS, FROM THE INSIDE OUT..THUS PEOPLE IN WUHAN MAKING THE COMMENTS, ""IT WAS AS IF THEY MELTED""..ARE THE LARGE # OF CV CSASES REPORTED NEAR 5G TOWERS..THINK WUHAN🤮 https://t.co/99fo6OnzgR",
1249765914569928704,1,#China #Wuhan is where #Weaponized5G started killing people en masse. The question is why is the whole world covering this up? Do they really think they can just roll out this terrorism world wide? Who created #5G ? When?,
1246260503040720896,1,I remember when Pizzagate first came out &amp; how quickly the media called it a debunked conspiracy theory with no evidence. They are getting awfully sensitive about people linking 5G to the Coronavirus lately. 🤔🤔🤔 #qanon #thegreatawakening https://t.co/ke1AnFM7Gs,
1248069225052164101,1,Illuminati used cern to create the covid-19 aka corona virus to depopulate the earth. Bill Gates is a puppet to start the mark of the beast. Heavly hit areas are where 5g is most prevalent. Thoughts?,
1247754353726730279,1,#Covid_19 #coronavirus the biggest scam ever to exist #5g #australia #usa #trump watch it it will be deleted already banned on #youtube #QAnon  #WWG1WWA #keepcalm #FakeNews PLEASE SHARE Watch “David Icke London Real 6th April 2020 (FULL)” on Vimeo: https://t.co/SY8sAbFclr,
1247396357154971648,1,"Michael Che &amp; Woody Harrelson say they think there's a link btwn 5G &amp; coronavirus.
More ppl will hear about this now! This is a good thing.
Bless them both.
Lots of celebs don't believe in vaccines, either. Dave Chappell, Aiden Quinn, Robert De Niro, etc
https://t.co/SgnvMFszx6",
1257883398539849728,1,"@Thomas_Binder @HWKammers @Ookla5GMap Since 5G robs oxygen it makes corona worse.
Also 15 children in NY now in hospital with mysterious symptoms, some are on the deadly ventilators, geez their hemoglobin has been destroyed.",
1232786354490281988,1,"Did the 5G rollout in Wuhan damage the innate cellular defense cells of the population, putting the people at risk of complications and death from coronavirus? https://t.co/nU82nKa6MI",
1246873940204703748,1,"Be wary of the 5G rollout...

That is being leveraged on countries of the world from China through Huawei as they bribe us in exchange for face masks amidst the #Covid_19 pandemic!!

#WWG1WGA 
#TheGreatAwakening 
#SundayThoughts 

https://t.co/AVIJqdlVni",./data/new_images
1234061730218557442,1,"Interesting with the relationship of 5G and the coronavirus:

Corona Virus Fakery And The Link To 5G Testing
https://t.co/tqxLzRZrwr

Please keep in mind:

ISRAEL is Behind Deadly 5G Technology &amp; The Extermination of Planet Earth!
https://t.co/F4k0q0YoOU",
1246734275581485056,1,@olliebears1 @BBCRealityCheck @BBCNews Sorry since when did wuhan a poorer province in China have 5g services all over ? Get a bloody grip you absolutely moron.,
1238977490934251521,1,"The 5G Covid-19 theory has disappeared from my Twitter feed. I'm really flying kites here, but imagine a common-cold coronavirus that everyone had and which you could augment/super-stimulate with a certain bandwidth of EMF. All sorts of havoc could be wrought.",
1257359571334692865,1,Cicović death star fully armed 5G with hacker brigade and covid 19 contagion. Their aim to conquer the free world. https://t.co/MEC7dgl1Q7,./data/new_images
1246916328058953749,1,"People out here talking about Covid-19 is here because of 5G. Then y’all are using 5G to tell the world on social media, so you’re contributing to the problem.",
1247206140737474560,1,"@Michell49685689 @thehill If that many are dying ot is not from coronavirus, it is from those damn 5G towers they put up that put out massive amounts of radiation damaging your DNA, causing depression, neurological damage, lukemia, cell disruption, organ failure, respitory issues, etc...",
1247260149154267140,1,"I cant believe we haven't yet heard the govt explanation about how the origin of COVID-19 is somehow connected to ""OPIOIDS!!!!"" ""SEX TRAFFICKING!!!!"" ""SUICIDE AWARENESS!!!!"" and ""MENTAL ILLNESS!!!!""

Did I leave out any fake collective crises? @GovRonDeSantis @AGAshleyMoody @GOP",
1258778022209040385,1,It’s true tho bill gates designed the 5G to activate the corona laying dormant in the vaccines &amp; that’s why I can’t get a girlfriend,
1246084862509023232,1,"@GlobalNational Why is no one in the media talking or investigating the rumour about the link between 5G and Covid-19? 
Just a thought.",
1246355701779365893,1,"Please dont allow Airtel to test run 5G network is the  cause  of coronavirus as at yesterday people living in china destroying the marst but not is not in the news,check the radioactive poison systoms for more information.@NGRPresident @jidesanwoolu @seyiamakinde @NGRSenate.",
1246491130700709889,1,It's okay for mainstream media to report that 5G is not the cause of #COVID19. It's not okay for mainstream media to report that #5G has nothing to do with COVID19.,
1249230759589810176,1,@Ryan_Sickles @LandNoli I didn't say 5G causes covid19 I said it weakens the immune system which makes it easy for one to get covid19.,
1257344179656630274,1,"They should just go the whole nine yards and make it only available to download via 5G to get everyone in a flap.... 

BBC News - Coronavirus: UK contact-tracing app is ready for Isle of Wight downloads https://t.co/3aFDSusxlK",
1247275990365212673,1,"@realDonaldTrump please Mr. President, please check into the 5G micro waves being put out. It is hurting living things at the cellular level and this could be the link. Covid19 is an exosome and acts like a normal one our cells produce. Please please check it out!",
1256026986079752192,1,"#ElonMusk is on a charm offensive because he’s been found out and called out by David Icke as a Technocratic Globalist and liberty/rights remover.
His 5G “satellites” is causing this COVID19 Crap https://t.co/lhNEheJFjB",
1245186892896690176,1,"Here you go... more evidence of what is really going on. Remember social credit system in China? 5G roll out in #Wuhan before 'virus?"" https://t.co/lqtkccviK9",
1246318382929948672,1,THE CONNECTION Between #5G and #COVID19 #Covid_19 #Coronavirus #WorldPandamic. Listen To #Scientists Around The World 🌎. Not British Greedy Politicians #UKGOV #UKMP #Illuminati #NWO Satanic Puppets. https://t.co/5b9zCsE1Cg,
1241866089887199232,1,I have a lot of small #birds in my #garden daily..like a hundred or more..and I will notice if the numbers go down when #5g is rolled out in my area. The #frequencies will kill them instantly. #COVIDー19 is the result of #5g. #wakeup.,
1247792787505872896,1,"David Icke has had a spot of bother on YouTube I see.
If your faith in this cult leader was knocked by his 5G / Covid-19 nonsense, please be aware that David Icke &amp; bogus ex police whistleblower Jon Wedger are very close. https://t.co/ib8bVSBQG5 https://t.co/vraX0u0XhU",./data/new_images
1254096809120739330,1,@jacksfilms #YIAYgive HOMELESSNESS HOAX!! I followed a homeless person and he had a phone! Also 5G is giving us coronavirus! I have PROOF!,
1239714700310523905,1,Fact-the Chinese gov. Forced inoculation on wuhan city last october. News announce in December 5g was in starting stages thier. Full power by February. 🤔 people dead report status?,
1251125521477402624,1,@portmorecm @PortmoreUtdFc @AndrewHolnessJM @christufton just want get my facts isnt the bpos  the first to connect to 5g in port more and at ports n aren't those place the focus of Corona. Can we get a press conference from our biochemist who in the lab working to help @UTechJam https://t.co/uI28ehJwpV,./data/new_images
1248004496229158914,1,"I HAVE A QUESTION, has anyone run the numbers to see if there are more covid-19 cases in areas with 5G TOWERS than there are in areas that don't have 5G Yet?? https://t.co/rVeiuxkzHL",
1246791094391595009,1,"and the plot thickens!

This leads to the key question of whether the increased RF radiation absorbed by residents in Wuhan as part of the 5G pilot city rollout made them especially susceptible to the Coronavirus, and to killer viruses more generally. 

https://t.co/7mI7Vm06w5 https://t.co/t5XRexYrsW",
1246229605586857984,1,A Conspiracy Theory That 5G Is Causing The Coronavirus Is Spreading Alongside The Pandemic - https://t.co/T48YJnftGO https://t.co/1F0kXkaUwc,./data/new_images
1249429201683468291,1,I am technology enthusiast – Pastor Chris backtrack on his claims that 5G and COVID-19 are part of Antichrist’s plan. https://t.co/3KKzfp3ODT https://t.co/U8S123jjMu,./data/new_images
1243822826416734208,1,I heard about 5G like 10months ago &amp; how several scientists had declared it unsafe... but It was being rolled out anyway. Honestly didn’t believe it at first when people said corona is 5G.... I just knew there was a bigger picture. The media &amp; GOV are both known to lie to us.,
1251951216323592195,1,"Martial Law, vaccines, NWO, 5G Towers, COVID-19 real or a hoax, flat earth or round earth, Bigfoot etc. Whatever’s true. NOBODY gonna do nothing about it 🤷🏽‍♂️",
1239767021014978561,1,"17/03/20-The media don't like talking about recoveries, because there is no negative effect-The Media have portrayed since it started in January that they know more than medical opinion. Pandemic- Panic The Demos. Wuhan Corona same time as 5g Displays - RFID and Census year 20/21",
1240243750741463040,1,"Everyone needs to really calm down about Covid19, a man on the train told me it was the just 5G radiation and the governments plans are to just to infect and kill old people. So us young folk will be fine. PANIC OVER!",
1247304300092698626,1,"@rachelschraer @Eleanor_Lawrie It is not a FACT that coronavirus came from animals!. That is a theory yet to be proven , therefore 5g is also an acceptable theory. Why? because it releases iodine radiation which can penetrate human skin. There aren't any long-term studies done on 5g , your claim is invalid.",
1247567615033257984,1,"NOPE. They're fudging the numbers, LYING about the COD in hospitals too, as directed to do so by the CDC/WHO. The actual numbers of valid new cases have already bottomed out. look uo 5G COVID connection... https://t.co/oRFVqRUzeO",
1241410411573809153,1,Please be alarm guys they are testing the 5G Towers now. No bacteria is Airborne.  There's no such thing!! #COVIDー19 IS NOT REAL. It's sad celebrities are unnit as well. 60GHZ is too much for some bodies to take. These waves cause respiratory  problems https://t.co/mB92urBEaq,
1246535088981995521,1,@HalilajChaz @dailystar They don’t want to stop it that’s why they’re using this virus as a cover-up but when it’s all said and done it’s gonna show watch how fast these people get cured oh we don’t care not easy trying to distract us from voting and paying attention to 5G look around at all the towers,
1256995500814827520,1,#youtube and #facebook are owned by the same lot who helped create this whole #coronavirus. The own the #Mainstreammedia therefore can #lie about anything. If you try and speak..you will be #banned. #coronavirus #billgates #deepstate. 👉🏼#DavidIcke =#truth #covid19 #5g #vaccines💉,
1242756453687070720,1,"THE TRUTH BEHIND THE CORONA VIRUS

What they not telling you!

They not telling you the side effect of cutting on Hundreds of Thousands of 5G Towers at the same time emitting radiation in Wuhan China compromised people's immune system and oxidized the air and cause lung failure https://t.co/yn3OjHmjOf",./data/new_images
1242360982640291840,1,KIMBERLY MEREDITH - TOP 21 TIPS FOR PROTECTION - 5G CORONAVIRUS - Live feed - Free eBook download - NewsInsideOut https://t.co/tSYe0iyu5g,
1254899778632196098,1,"Do YOU think I FOUND the government’s HIDDEN 5G coronavirus SPREADING equipment,,,??? RETWEET if YOU think PELOSI, SCHUMER, and the CABAL should be IN JAIL https://t.co/Mnp4Dqcmax",./data/new_images
1249456495248506880,1,@cnnbrk There was nothing wrong with him. he just took some time off to make sure the #5G #celltowers were erected on schedule to hasten the #coronavirus #COVID19 #lies #bodybags,
1243442457347489792,1,"Covid 19, Internet Rumors, 5G and Lions, Fenn Treasure Hunt 5th Victim and “New” Men in Black. https://t.co/xPgOGSQ1Bu",
1248278356103245826,1,"Anytime a news article starts out w ""Conspiracy theory"" should be skeptical Covid-19 link to 5G technology fueled by coordinated effort https://t.co/AS1OyXQycz",
1234602882248388608,1,"Interesting back story theory:
This is where the real plot begins.  The true perpetrators have taken great pains to conceal the criminal conspiracy that has used the coronavirus outbreak as a cover-up for the 5G roll-out in Wuhan that went seriously awry.",
1239437203631222785,1,"Conspiracy Theory time👀

1300 CEO’s resign in the past year🤔

Is it a coincidence that as soon as 5G starts launching the Corona Virus breaks out?

Is this our bodies reaction to the new radiation from the 5G &amp; it’s covered up as the “corona”?

I’m tired lol what do y’all think https://t.co/tcYola4X8h",./data/new_images
1244955715850117120,1,"5G Rollout Speeds Up Despite Pandemic, Governments Banning It Issuing Moratoriums &amp; Lawsuits https://t.co/94M0gj9rka via @WorldTruthTV",
1251977256106409987,1,@thesundaytimes Was harmful to the human cells inside the human body. 5g was launched on the first of november then 60 days later the outbreak of coronavirus kicks off in china then after it people in othere countries are sadly dropping like flys,
1244464420279013376,1,"5G IS behind the quarantine it’s happening around the planet, whether through towers or power lines, it’s time we go ahead and remove these... probably why they’ve started activating the national Guard/military ... we must stay awake and spread this message, it’s a death net https://t.co/nZkLNnRPeG",
1250454598734708736,1,"“..it was caused by 5G and, if it wasn’t, then George Soros isn’t a shape-shifting lizard and David Icke ain’t no son of God..” 

@Otto_English make this into a long read please. #COVID19 https://t.co/gyB2dbRBGO",
1255855135995150339,1,@talialikeitis These natural substances also protect us from radiation toxicity. Research 5G millimetre radiation and the elect of the immune system. This is what is making BAME people more vulnerable to infection. The media falsey say 5G campaigners are saying Covid does not exist.,
1246175699922120704,1,"HOW TO BAN/BLOCK 5G TOWERS NOW &amp; STOP PLANDEMIC! - UPDATED! Model Statute &amp; World Treaty Conference Banning 5G+ DEW Directed Energy &amp; Neurotech Mind Control Weapons
Action Steps &amp; Findings Ban 5G+ DEW Directed Energy Weapons https://t.co/yuCRrBp9Bw",
1257852505469464577,1,"#QAnon #MAGA #TheAwakening #TakeBackControl #FactsMatter #SheepNoMore #MSAGA @realDonaldTrump
#QAnonSouthAfrica

And as predicted, the virus will be used as reason to justify hooking you up to Big Brother...smile and say cheese to your 5G gate keepers....

https://t.co/seygvB40yE",
1252336716909875202,1,Wake up sheeple! The great take over of the world is in full effect planned by #FFFG so they can install 5G masts to give us Covid19 so they can sell us a cure which will wipe out the population so they can get elected again. We shall prevail! #LockdownIreland #IrelandOnCall https://t.co/rHUvvJagoq,./data/new_images
1254756067042525184,1,"@dahboo7 Dahboo, the influence of the effect of 5G networks (or RF and sonic weapons) on the Covid-19 virus is being researched using correlational evidence, but other powerful methods can test for this. See my new video (""Using a RF Detector...""): https://t.co/zmGIXXQ3B2 Wendy",
1247898514232770561,1,@sajidjavid @DominicRaab I have just received Information on Coronavirus Shut down the 5G network the frequency being omitted activates the Corona Bio Weapon to excellerate death People infected will only expierence flu it’s the 5G Towers that activate the weapon SHUT IT DOWN,
1248752021575876608,1,"@robby5k Another 5G Tower, I have the location. @POTUS @realDonaldTrump THIS MUST STOP. I bet COVID19 hits a state not currently locked down. If it does, stamped it before the network went active. #TruthOverEverything #WeAreTheSystem #WakeUp https://t.co/bhB71ybwwQ https://t.co/hZM1FctsRA",./data/new_images
1238457930418016256,1,"1/ The Hegelian fallout from the hype &amp; the underlying reasons for it all are what should be most concerning. Preppers were 😆 @ now it’s their 🕰 to shine.

2/🚨 #5G 60GHz which absorbs O2 should also concern everyone. 

#Covid_19 #CoronaVirusUpdate https://t.co/bqxc2SxrCL",./data/new_images
1241709027958063104,1,@GregAbbott_TX You know why ppl who havent traveled are getting coronavirus? Because it's in the chemtrails yall put in the sky!!! That or the 5G towers yall keep ignoring! this an excuse to lock everyone down! you're a shitty governor!,
1240688279051071496,1,"Coronavirus News Updates, 5G RESET, ""Smart"" Vaccines and The Terraformation of the Human Race
https://t.co/ECq79Q0rJz https://t.co/raaXHbBfmc",./data/new_images
1245806056019820545,1,"@libertytarian @allidoisowen @HagmannReport @HagmannPI @SheriffClarke @dbongino @garyfranchi 
Unnamed 5G Whistleblower Claims That People Are Being Infected With Coronavirus Via Covid-19 Tests
Could the tests be spreading the virus?
https://t.co/7F9vkITD3L",
1242594899943403520,1,"@DialogosUNAM @JohnMAckerman For once the whole world finds out, and people everywhere will,
that the worst coronavirus clusters were in those major cities
with the most intense 5G roll-outs and IoT build-outs,
the military deployment of 5G will be terminated
post-haste by the We the People.",
1249295361023361024,1,"@paulwallbaby Wuhan was the first city to put up 5G. If you look at the map with the most cases of the virus, it is a carbon copy of where the 5g is at. It causes flu like symptoms. I told @ChingoBling the same. Definitely something to look into.",
1245430515177361408,1,@ChanelRion will you ask Trump to adress the concerns of 5G and why exposure to 5G radiation is the same symptom as COVID-19?,
1246954215861256192,1,Maybe the coronavirus is fake maybe the 5G stuff is real maybe it maybelline......I don’t give af open outside back up 😤😤😤😤,
1244015257162579969,1,The Covid-19 5G Flu is being hyped to lock the world's populous down to distract us long enough for the 1%ers pull off another wealth grab from the sheeple from the bottom up to the top. https://t.co/8LGVYGUfOE,
