ID,Text,Label
1240243750741463040,"President Trump has proved to be an awesome leader !

Many Americans 🇺🇸 are leaving the Democratic Party because they are realizing Dems are all talk no action. All bark no bite !

Listen to this man explain why ALL BLACK PEOPLE should vote for ⁦@realDonaldTrump⁩ ⬇️ https://t.co/EaQcdbJbVg",2
1245054289875255296,WAKE UP @realDonaldTrump is not on your side #Qanon followers we need you NOW. He played his part to help unfold the NWO. #Empcoe storm is here and its exit time. #TheGreatConjunction #TheGreatAwakening #Nibiru #COVID19 #5G #MartialLaw #Vision2020 #LoveWon https://t.co/tvtnJdt0ba,3
1240441174843740160,"They should just go the whole nine yards and make it only available to download via 5G to get everyone in a flap.... 

BBC News - Coronavirus: UK contact-tracing app is ready for Isle of Wight downloads https://t.co/3aFDSusxlK",3
1258118052845178881,"In tears, a nurse says she quit her job after she was asked to work in a coronavirus ICU without a face mask: “America is not prepared, and nurses are not being protected” https://t.co/ywoSuLOPYP https://t.co/S5BsnlO5nt",3
1241033014903222279,"Some of the things this period gave us. #NeverForget 

1. Cardi B’s hit single “Corona Virus!”
2. Don’t Rush Challenge 
3. Club Quarantine
4. Quarantine Radio 
5. InstaLive producer/song writer challenges 
6. Father dmw 

What else?",3
1246538358668623874,BREAKING: Health minister says UK will be in ‘full lockdown’ until there is COVID-19 vaccine - which experts say will be at least 18 months. Astonishing break from other Govt statements. 👇 https://t.co/IiUzSdYneR,3
1244349895974273024,"@BillGates is not your devil, go and look into yourselves and the filthiness you carry within, calling for mankind to watch its population rate and now calling for governments all over the world to sponsor the research for vaccine is not devilish",3
1253442478356795393,"Conspiracy theories are tiring. The Bill Gates created 5G to depopulate the world so that survivors would have to be microchipped when getting his vaccine thread just exhausted me to write.

https://t.co/uouLkWox6V",2
996497011015847936,@doctorow my state’s capital drafted a bill to ban 5G after receiving a letter from a resident. Embarrassing.  https://t.co/a6INbTEIUI,3
1247530233839804418,"@CityNews @Xiaoli_3000 Also it's not linked to covid lol nor does it cause covid but what it does to your body is really bad. There are many studies showing the negative impacts of 5g but a couple ones showing it doesn't do anything so they can just say ""oh look it's not bad"" and put them up...",3
1246838623984652288,"THE CORONAVIRUS CONSPIRACY: HOW COVID-19 WILL SEIZE YOUR RIGHTS &amp; DESTROY OUR ECONOMY 
&lt;https://t.co/z3weE3FWJe&gt;
&lt;https://t.co/7cPkKAgUwF&gt;
#lockdown #coronavirus #Covid_19 #COVID19 #DavidIcke #ConspiracyTheory #transgender #crypto #DigitalCurrency #digitalcurrencies
@davidicke https://t.co/TKKgJPncUv",1
1238642344594935816,"As PPE shortages continue, was Canada caught off guard by COVID-19? ""The entire world was unprepared,"" says Prime Minister Trudeau. More here: https://t.co/FWDEyCFt44 https://t.co/woKDT0BNI3",3
1241001290219622405,"We need more masks. We need more ventilators. But we also need more PEOPLE.

That means every doctor, nurse, EMT, and more -- we need your help.

Together, we can meet this moment.

https://t.co/wAbISmjFuS",3
1232439144195878912,Wouldn't the most compromised patients be first to die and first to require hospitalization (faster disease progression)? While younger and healthier folks will tough it out for much longer (either at home or in hospital) before progressing to more advanced stages of disease? 2/4,3
1221478113420435460,"UPDATED: Two more coronavirus deaths at Washington State nursing home.. bringing the home's total to 29, almost half of the nation's total 67 coronavirus deaths so far.
  The first 67 U.S. coronavirus deaths by state and age https://t.co/25hgsuRX1t https://t.co/5CMCdisOE2",3
1244803540960370688,"I just saw a celebrity post “grand rising,” which I hate, but it reminded me of that tweet in which someone mentioned hating the phrase good morning because it sounded like “good mourning,” so they now only use grand rising, and I laughed at the stupidity.",3
1246690779063517184,"Woke up to over 20 messages asking questions about #5G and #Coronavirus.
My people, the most important thing now is to stay alive!
This one too shall pass.
Don't be part of the conspiracy theory.
#StayHome #StaySafe #SocialDistance",3
1223731629455216640,"March 22 
should be declared as ""National 5g installation day by locking people in their homes in the name of Corner_one_n_all = corona",3
1255414014852677632,Conspiracy theorists on Facebook linking 5G to COVID-19 have now started pushing hydroxychloroquine as a virus cure https://t.co/3V80Fhd2vW #business https://t.co/yieGFh9DNZ,3
1233137174528180224,"@realDonaldTrump why are 5g networks being installed in schools around the coutry undercover if this
Pandemic? Uts proven to be harmful to our children and if we are making april our save the children month dont you think this should be addressed also?",3
1248939971865710594,"That 5G theory is ridiculous tbh. Um, so if 5G the reason why the Coronavirus is so widespread, why haven’t there been over a million cases in the US?",3
1242708254469304320,Yeap but I've heard all the #5G around the world was turned off 🤔 now this new #technology was only turned on worldwide on March 11th which is while the #Covid19 #CoronaVirus was only due to really start effecting people right about now but instead numbers are dropping #GodWins https://t.co/d2cFfPTZSD,3
1246531555159355394,"There's something more than simple ignorance going on, something wilful, a refusal to abide by the basic practical co-ordinates of common life. ""Fuck you, I'll walk out into the middle of traffic if I want to"" (although US jaywalking laws are surprisingly draconian)",1
1246492092517539845,"@RepSwalwell @AspenInstitute @jhalderm @DHSgov @SenatorCardin @CIA @Cisco “Hackers breached #Illinois State Board of Elections #VoterRegistration database last summer…attackers continued to hit #IL state board IP addresses ‘five times per second 24 hours a day until Aug. 12, when attacks abruptly ceased.’”

#SQL
#RussianHackers
https://t.co/Q4l7r0NZpV",1
1247699281198252037,"@TanyaGKasim @Iggy79693906 @OceanadeSilva @susan_welch7 @FCriticalThink @_InThisTogether @Ian56789 @ukcolumn @caitoz @georgegalloway @johnpilger @JohnCordBooks2 @letullett @loosefeed @steve09278255 @tezisold @antifencesitter @_whitneywebb max igan
@maxigan
·
2h
#FraudPlandemic Ah, the people in the UK should feel SO much safer now...
as I have been saying for the last ten years... throw away your smart phones folks... https://t.co/6N7sTHPuHs",3
1247441482367320065,Great to hear @bbcworldservice has tripled digital audiences - and in some countries seen even larger increases. A reminder of how the BBC us not just a trusted news source at home but also all over the world,3
1232345069652447234,"The continued spread of the new coronavirus, COVID-19, has the world on notice. Congress’s task is to make sure that the administration and our dedicated medical professionals have what they need to continue preparing in ways that are calm, smart, and effective. https://t.co/lYw94CNSMa",3
1246725765003194370,Coronavirus symbol on British Pound sterling currency note . The Hologram contain 5G Tower .....Evil https://t.co/WlXcvWUxLf,2
1236055106107453441,"2nd, you're accused of having created #Coronavirus. I don't know how true it is. But when there's such an allegation, can a wise man trust you? You could be giving medicines that spread the virus or cause it to remain. Experience shows you can’t be trusted &amp; you do such things./2",3
1246165574339698691,"Facebook: install our app and we can algorithmically send you conspiracy theories linking 5G to COVID. Also cat 🐱 photos!

Us: Great! 👍

Ausgov: install this locked-down proximity app to protect you, your family &amp; community from contagious deadly disease.

Us: Noooo! 😱

🙄",3
1244702016439554059,"My mom, a nurse, told me all the nurses and doctors in her office are freaking out over 5G giving them cancer. Not corona virus. 5G cancer. So that’s how Wisconsin is doing. And also “JAPANESE PEOPLE ARE NOT COMING TO WISCONSIN WE ARE SAFE.

“..Do you mean Chinese?”

“SAME THING”",2
1249311549778530304,"London - A conspiracy theory that links 5G mobile telecommunications masts to the spread of the novel coronavirus is dangerous fake news and completely false, Britain said on Saturday after masts in several parts of the country were torched.

https://t.co/M3JnnrxJfv",3
1230035871610462208,#AfricaNotAExperimentalLab. They decided to launch #5G in the midst of #covid-19 epidemic so that w wont protest it..its a grandplan of the #Digital-ID2020 spearheaded by @BillGates and @gatesfoundation in which they intend to develop #covid-19 vaccine in form microchip implant.,3
1247225794633633794,"Our published paper is now live on the Journal of Medical Internet Research (@jmirpub ) ! 

'COVID-19 and the 5G Conspiracy Theory: Social Network Analysis of Twitter Data'
https://t.co/eRrxCFLQci

#PhDChat #SocialMedia #Health #COVID19 #Coronavirus https://t.co/u3k6aJAOV4",3
1244052129846898697,"FIVE page special tomorrow: CHINA IN THE DOCK
😷 Glen Owen on startling Cobra briefing about Wuhan lab 
😷 @MrHarryCole on Beijing's £351bn compensation bill 
😷 @mrevgenylebedev on communist regimes 
😷 @TomTugendhat on what next
😷 @ianbirrell on China's toxic lackey: the WHO https://t.co/WF3vDYR4pk",1
1237107278932828162,"Whilst all the news about Covid-19 rages on, I'm seeing some worrying videos about 5G masts going up and birds dying. #ConspiracyTheory",3
1254112952594116609,"This's how it's done...
#Trump #artofthedeal

HUGE: The UK Just Dumped China's Huawei in 5G Tech Roll-Out — Citing its Lies Over Coronavirus. | News and Politics https://t.co/lIWpGCLpHY",1
1248953566817128449,@ntsikimazwai 5G has nothing to to with COVID-19. Corona virus was first detected in the 1960's back then a computer was as big as a house and no INTERNET. This argument holds no water,1
1256193166664818688,"If you think there is a relation between 5g and coronavirus or that coronavirus is fake/a bioweapon, then you are both batshit insane and incredibly dumb. Like seriously that is some mental patient shit",1
1254551906816573441,"The pandemic is the distraction 
And major ceo's are all stepping down
And 5g was piloted in the city the outbreak started from https://t.co/lupuEr9zvk",3
1150918080891117577,"In this country, we really need to improve #scientific thinking... and critical thinking...and regular thinking. #thinkingissexy #COVIDー19 #coronavirus #COVID #Memes #ConspiracyTheories #5GCoronavirus #cellphone #5G #ScienceMatters https://t.co/LKOFNHSruG",3
1150625764158480384,The CDC testifies today on the Hill that people don’t panic when they’re given correct information in a straightforward and quick manner.  #Coronavirus,3
1237836836858482695,"The 5G Covid-19 UK conspiracy is a joke. You only have to watch the current new Samsung mobile ad on tv.  At the end in writing is "" LIMITED COVERAGE IN UK CITIES""",3
1247390549021061126,"I don't know what's more troubling, that there had to be a statement put out that 5G isn't the cause of coronavirus, or that people think 5G caused coronavirus.... https://t.co/ocgmpLqsav",3
1247190257306656770,"My brother in Malawi shared a press piece about 21 people being arrested for burning down a police station for ‘protecting zombies’.

I had to share the news back that we were vandalising 5G masts and visiting violence on telecoms engineers because 5G causes Covid19.",1
1228993844341022722,Fella in the paper shop before started to tell me it not Corona Virus killing people it’s the 5G waves he soon shut up when I told him he better stop watching Porn on his Phone then 📱 #coronavirus,3
1227167197610508289,@Huawei we need more public awareness on 5G in Lagos Nigeria. What's Huawei doing to support the people during Covid19,3
1254586193322205184,"The conspiracy theory that 5G is somehow linked to the coronavirus pandemic has spread unlike any other.

It all started with one doctor and one Belgian newspaper. Then Facebook's, Twitter's and YouTube's algorithm got its hands on it https://t.co/kGUnbuQuD2",1
1253063610198261761,"@TheGhostof1776 @Cassie91871349 @fuzzretired @ChristieC733 @HillaryClinton Read the constitution. He will always be impeached. Also, your misogyny must be a big hit with ladies you big treat to humanity.",1
1241621192093487104,"BREAKING: @NHSEnglandNMD Professor Stephen Powis announces on @BBCBreakfast that overnight 170,000 of you have already signed up to volunteer to help your NHS — that’s 189 people every minute! 👏 https://t.co/sZR7TnmMwB #YourNHSNeedsYou https://t.co/a1BIlBr8mX",3
1154482945807269889,"Families and businesses need help now to survive the China virus pandemic. But @SpeakerPelosi walked away from negotiations to write her own bill, full of absurd provisions completely unrelated to the crisis at hand. Here’s what Speaker Pelosi is demanding while Americans suffer:",3
1247341084084183041,#NEW: There's no evidence to support the theory that 5G networks cause Covid-19 or contribute to its spread https://t.co/nSS0Ixedsq,2
1244928194387509250,After Pres. Xi urged authorities to put people’s health at top priorty the number of China’s coronavirus cases publicly disclosed began soaring. Now authorities admitted the disease can be infectious among humans. Half a month ago such “rumor spreaders” were detained. https://t.co/RqfWEA6r8m,1
1256088699906990081,"@socialiststeve6 #CAUTION! THAT IS #EXACTLY what they want! 
DONT FALL for their BS. 
DO YOUR damn research first ffs ppl! 
Its NOT ""just a flu"" it's a #GLOBAL #AGENDA #NoJoke 
#PirbrightInstitute 
#Wuhan #GroundZero #5G 
#biowarfare #GatesCOVPatent 
#GatesFoundationStudy =
#65millionWillDie",3
1246120934618083331,What question do you have about the coronavirus...I may ask it and answer it tonight on my new daily nightly show FULL COURT PRESS NOW (Full Court Press is my Sunday show)...thanks,2
1252443045846568963,"i. can't. breathe. 😂🤣😂

and no, not because i've got #Covid_19, but because this G (not #5G 🙄) is too much!!

full, unedited clip:

https://t.co/6iMMy53F0R

@paulchowdhry if i die from laughing during a pandemic, it's on you blud 😭!!

#5GCoronavirus #Coronavirus #COVID2019 https://t.co/V4FYAHSlVG",2
1248768847588581378,as if lockdown wasn’t bad enough some dumb ass decided to torch a mobile mast bcos they’re dumb enough to believe 5G caused coronavirus thanks to the spreading of misinformation by celebrities like amanda holden....pricks https://t.co/F3oaB4XLXG,2
1247189659903561728,A UK daytime TV host is being criticized for failing to shut down a conspiracy theory linking the coronavirus to 5G https://t.co/vNJ6TMbnvI,2
1248260039133061122,In 80 years my kids will ask Me. Pop Pop mountain What was the corona virus like and I will say  It all began with a sick son of a Bitch named “Bill gates” and His thirst for 5g radiation  ...,3
1248420664068849669,"In other countries Team of Experts being set up to cure Coronavirus whilst in J&amp;K Team of Experts being setup to block social media.
Moreover Other countries are moving To 5G we are cramped to 2G.This is how disturbance is,it leads to nowhere.
Hope peace prevails.
#jammu #kashmir",3
1247844787547516928,"Gilead picked the patients and did the stats 

“The sponsor collected the data, monitored conduct of the program, and performed the statistical analyses.”",1
1250082613311811585,"President @CyrilRamaphosa has directed the repatriation of South African citizens from #Wuhan city in Hubei province, China.",2
1166747501661163521,I was wondering when we were going to get the blame for coronavirus. I’m surprised it took this long tbh https://t.co/oQiuRruM0z,3
1241731192409534465,"@FisherQueen13 @Petie42885201 @jwgledhill @JaneMundon @asymetricjockey @KitOfNowhere @neilhwilliams @henrietta_22 @CELESTRON1957 @Lomquiche @benpuppypaws @lmmother @petergerald @InTheRuck @mollyluna11 @Larry680 @nick_williams68 @Xlandphoto @ericagoesforth @heeney77 @chlorophyllbill @FanaticRealist @lin_lee65 @cazzrhughes @Liberal_Isms @amicon_13 Hope you all feel better soon, similar conversation with a colleague re Coronavirus yesterday, as soon as it's widespread, we're fucked",2
1239745110981648388,"Trump - Shut the border
Media - Ur a racist

Trump - Shut the border
Media - You didn’t do it fast enough

Media - Chinese Wuhan Virus
Trump - Chinese Virus
Media - Ur a racist 

Media - We need a leader that gives us hope
Trump - Have Hope
Media - Ur giving false hope
#Trumpin",1
1242030182493335552,"What if school closed down and government put us in quarantine to install 5G towers. 
This isn’t really a question. But it could be.",3
1249461907502903296,Actually I wanted to get on twitter bcoz there's a rumour going around that kpop is gonna be removed from Youtube and all streaming platforms?!? https://t.co/eKC7Bv8Etc,2
1251744859960074240,On my break at work and I've just seen a woman walk out of Boots with a packet of crisps. Nothing else. Surely not worth risking corona for???? 🤔🤔,2
1247554678235299840,"It is reported that the easing off of COVID19 IS DUE TO THE FACT THAT THE 5G TECHNOLOGY WAS SWITCHED OFF.

To the Authorities, u may please the Bill Gates all u like, however, u will be the ones to face the Law Suits personally after the fact.",3
1219317208205209600,"5G can help fight against Corona Virus, according to a @Deloitte report. 

In Zambia, @Huawei says “Zambia too should consider expediting deployment and Huawei stands ready to offer technical assistance to countries that keen to develop in that regard”.

https://t.co/dCWJQjRdZX",1
1246430777627348992,"@JimFetzer #5G is so bad that it would even be associated with CoronaVirus (LoL), why would Trump want the U.S. company to develop 5G to compete with Huawei?  ""U.S. Pushing Effort to Develop 5G Alternative to Huawei""
https://t.co/b1n8nHvRg9",3
1257379736801640448,'Right up there with Flat Earth': Football pundit Lineker pans conspiracy theory linking 5G technology to coronavirus pandemic https://t.co/QbDUxbZIh3 #InternationalTravelNews https://t.co/uWLISC5hv3,3
1246431438280351745,Some of y’all gonna believe that COVID-19 came from 5G based on one conspiracy theorist Facebook post but still won’t believe 1000s of scientific papers proving climate change is real 😂😂,2
1257359571334692865,"Fellow millennials, we must do our part to slow the spread of #coronavirus! 

Social distancing works! 

We are all in this fight together. #TogetherApart https://t.co/uERk4IZbjG",3
1254952582247854081,professional activities have to slow down. A chance for new life balances. We can exercise and appreciate the value of self-discipline. Home-office and daylong studies at home can much better be managed with a disciplined structure to the day;,1
1239699341830307840,Well @WoodyHarrelson is a major league idiot. He’s pushing conspiracy theories that 5G cell service causes cancer and coronavirus.,3
1241132756777742344,Been quarantined with my wife for four weeks now. At this point I have more risk of getting killed by her than by a crummy virus. 🤣 https://t.co/c4EIU33a2o,1
1247808321148477442,"You let Pastor Chris sway you with Pseudoscience, Conjectures, and Reddit conspiracy theories that were cooked up by a bunch of codeine drinking American/British gamer kids. 

Telling you 5G is an atomic bomb when in reality, it is so weak that it is weaker than the sun’s rays. https://t.co/kqqh05e0PY",3
1257289279660863488,"Cuomo stepping on the mayor's lead, says on CNN that NYC schools will close. Doesn't specify when. 

""We will be closing schools in New York City, Nassau, Suffolk and Westchester Country. That’s all of downstate NY.""",3
1239818066717966336,Spoke to Chinese Premier Li Keqiang this morning to thank China for sending essential medical supplies. Further shipments are on their way. Ireland has offered to help China in research and maintain close contact to #FlattenTheCurve https://t.co/QwR92CmNHS,3
917234428266602497,"I retract my criticism of Trudeau's unelected Alberta Senator. Being mad at a left-wing grifter for giving herself a raise in the middle of the pandemic is like being mad at a fish for swimming.

Instead, I call on every Tory MP &amp; Senator to renounce their grotesque pay raise. https://t.co/DWWjyZwqNd",3
1251977793086210048,"JUST IN: Over 2,700 coronavirus deaths in the United States over the past day, making it the deadliest day so far.",3
1244942647321669633,"Pandemic breaks out in China the very week ""PANDEMIC"" is released on NETFLIX?

Do you believe in coincidences?

Are you awake or are you still a sheep? https://t.co/mIos1pzH30",3
1252605795700740096,"VITAL NEWS!
WRONG TREATMENT used on #Covid19 
It's a blood-iron prob needing OXYGEN NOT VENTILATORS (except in rare cases).
AntiMalarial #chloroquine +#quinine (tonicwater)  is cure.
VACCINE USELESS - A #BillGates control +rob plan.

RT espec to Medics!

https://t.co/G9EkfqxdsR",3
1249732030050467849,"One of the real world impact of Fake News...

BBC News - Birmingham and Merseyside masts torched over 5G coronavirus claims
https://t.co/YrIbW8sHg7",3
1248200814944030722,"Blows my mind that people were convinced that 5G network caused the covid-19 outbreak or that 5G caused the sickness &amp; covid-19 is the coverup. 

I guess you can get people to believe anything once you wear a grim face.",2
1246784396411240454,I can't believe that people believe that 5G  spreads the corona virus. Certain people are so dumb and I can't believe it 🤦🏻‍♂️ https://t.co/K3apyvA62G,3
1247045705732161536,"@SimonsKitchenUK Yes. It makes sense for the networks to firstly roll out 5G to the most densely populated areas, where the most people can benefit from it. 

The most densely populated areas are also where Coronavirus can most easily spread.

These two things are unrelated.",3
1247675164520624128,"If the #conspiracy theorists are right about this #pandemic, expect flu-like symptoms and psychological disturbances when 5G is provided in you area.",3
1239625546222329856,The Coronavirus 5G Connection and Coverup – &amp;nbsp;This is more likely the truth behind this 2020 situation. [Waking Times]: The China Coronavirus 5G Connection is a very important factor when try... https://t.co/uaknvRdn98 https://t.co/yKkx8aqRjM,2
1233020623338770438,"Dr Kaufman (board-certified Duke-trained) explains how all viruses are good. The body creates them as a kind of soap. #ReleaseTheCures is closer than you'd ever think...

https://t.co/4N1YE728kq",3
1245982390297780233,"@CHAOSMediaProd I used to be so worried too, but there is such a huge world-wide populist awakening, even in Belgium, Germany and Sweden (Belgium banned 5G, so did Switzerland), that I believe that God is indeed in charge, and that we will soon see a 180 degree shift, following Tribulations.",1
1254076115175571456,The government is using 5G to alter out DNA along with Covid-19 to thin out the population. @rng_xl has informed me about all these facts,1
1247532212683075589,Okay I’m not a big conspiracy theory type of person but isn’t it kinda crazy how America is externally affected by Coronavirus especially in states that have 5g towers and in 2009 when 4g came out was the same year the swine flu was killing people also?,3
1248308851767681025,"I didn’t realise that people with this few brain cells, would be able to string together a word, let alone sentences.
Seriously if you know them, get them checked into a hospital or get them to seek serious medical help. They’re not only a danger to society, but themselves 🤦🏻‍♂️ https://t.co/rf0l84IjzH",1
1247072332436459522,Arsonists attacked 50 cell phone towers in the UK because of coronavirus 5G conspiracy - Business Insider ⁦@THErealDVORAK⁩  https://t.co/aGqz2tKDxv,3
1245476568991846400,"@realDonaldTrump @FLOTUS 
Flynn targeted by the SES/Privy/Pilgrims for Intel Reform &amp; Islam Agenda(knew about Clintons ties)  Actors in the Coup/Cover Up are SES :Wray/wife,Rosenstein/wife, Horowitz,McCabe,Sessions,Strozk, Page,Comey,Clapper,Brennan..etc..
https://t.co/VXYT09Ivy5",3
1237740783215747075,"What a fucking joke lmfao

So obviously the 5G towers aren't gonna give us coronavirus but it'll be far worse https://t.co/w5PmD7Sh0S",2
1249679382395981824,"So WELL done! You are a stupide man, it’s normal that it happened to you! You want use Huawei 5G équipement right ? Juste continue do it, CCP virus (very lovely corona) will ........ logically kill you! Just normal! https://t.co/bu1IPuX3C5",3
1246503644859633664,"“From an interview with an obscure Belgian doctor to apparent arson attacks in the UK, the conspiracy theory that 5G is somehow linked to the coronavirus pandemic has spread unlike any other” #notinmycolour https://t.co/YUrYz4MXAv",3
1246794245261996036,"some fucking moron from my high school has been non-stop posting youtube videos and walls of text about how 5G is causing coronavirus. and then all the comments and replies are basically like “i’m not doubting you, can i see your source?” and he’s like “SURE WATCH THIS VIDEO!”",3
1249639470321852417,tell me why they just put a 5G tower down the street from me within the last 3 days. that was NOT there before.,3
1242118377654583297,"@FreckledLiberty @AP4Liberty It does not “give you Covid”, that is a fact. It does however weaken the immune system as do all non-native EMF’s. The higher frequencies of 5G likely affect cellular immunity more intensely making those susceptible to viral illness more likely to respond more severely.",1
1255127875881074690,the symptoms of electromagnetic radiation from exposure to corona discharge (sometimes from cellular towers *cough* 5g *cough*) are nearly the same symptoms you experience when you have “coronavirus”,3
1256456757951504385,"Connect This To The Previous Posts... It Will All Make Sense. 

Children Sharing Their Experience From Being #Kidnapped And Forced To Participate In Evil And Inhumane Sexually Deviant Activities...",1
1252889494006751232,"- All 30 NBA teams travel to Vegas 
- The remaining games are shortened. 
- “The first two rounds of the playoffs are supposed to be best-of-three.""

The NBA could move to Vegas to finish the season: https://t.co/eZ1ste9Dyw https://t.co/w9EFnNtiwQ",2
1232339383560417281,"@jorgito2786 @RichardDawkins @fernandosand I think there is another pandemic caused by moronavirus.Evidence of this is everywhere.Those infected usually babble about 5G ,Bill Gates&amp;vaccines.They particularly obsess about a vaccine for Avian Infectious Bronchitis Virus.Apparently Bill Gates is trying to control chickens.😷",3
1246489770055868416,"There’s no evidence to support this claim at all. Covid 19 was most likely caused by an animal aka the bat from a market in China. 5G doesn’t cause radiation sickness or Covid 19. Covid 19 didn’t come from a lab either, nature produces diseases better than we ever could. https://t.co/fjDtdpXxpe",1
985943677972475904,".#ReopenNC protesters start to gather near Legislative Building, less than two hours before @NCLeg convenes for special session focused distribution of #Covid_19 funds. #wral https://t.co/wBZb5MOH8v",2
1247489533270097924,CORONAVIRUS- 5G CAUSED THE MANDALBAY SHOOTING AND THE MAN WITH THE TRAIN. CONSPIRACIES: 5G GOVERNMENT ROLL OUT &amp; FALSE🚩(ILLUMINATI AGENDA 2... https://t.co/RziaFtRNmq via @YouTube #5G #ILLUMINIATI #cOVID-19 #COVID_19 #TRUMP,3
1248723337968324609,"Puzzled about re-infection, re-activation, or recurrence of PCR-positivity after revovery from #COVID19? Look how PCR toggles between positive and negative toward the end of courses. Yellow=throat swab; red=sputum; grey=stool. Dotted line=detection limit. https://t.co/DA7nyEkSA9 https://t.co/qFNyWrIu0I",3
1252681510466945025,"In hindsight, this clip from one of the Donald Trump vs. Hillary Clinton debates is pretty telling. https://t.co/VeWHfsZWoT",3
1248675670567329792,@_alicebeer @thismorning @EamonnHolmes @RuthieeL So glad that the three of you are bringing good sense to the rubbish out there. Vulnerable people are easily led especially those who have experienced failed support from agencies. Please keep up the good sense work. So many people reacting wrongly which ultimately causes harm,3
1247080960547598336,@BreezerGalway @GikDaniel1378 @davidicke Being a sheep works both ways really . You can be a sheep believing everything you see on tv as well. People have different views/opinions. Who knows who is telling the truth with all this.,3
1226304415591735297,"2,345 new cases in Hubei, whose people are being treated as pariahs elsewhere in China. Xi jinping tries to up the urgency. See our live briefing for Tuesday on China’s epidemic crisis. https://t.co/P6STZ8oMFp More observations from Wuhan today to follow. https://t.co/iMISwH7n4X",2
1249458616698052610,"I recommend anyone looking to know exactly what is planned by UK govt for 5g, Google and download the following doc.
""5G Infrastructure Requirements in the UK On behalf of National Infrastructure Commission. 
A few screen shots below.. Incl huge one eye symbol on the doc cover https://t.co/duX4S7Tmnc",3
